id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
rcwales_473,Repair Cafe Wales,GBR,Electrical ~ headphones,Headphones,Unknown,????,End of life,2018-01-01,headphones not charging properly,en,headphones not charging properly
rcwales_1147,Repair Cafe Wales,GBR,Electrical ~ Hedge cutter,Large home electrical,Black & Decker,????,End of life,2019-10-01,Hedge cutter Not charging / working,en,Hedge cutter Not charging / working
anstiftung_3071,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Unknown,????,Repairable,2018-11-11,"Hier lagen gleich mehrere Fehler vor. Das Glas war mehrfach gesprungen und die USB-Buchse war angeschlagen, so dass es beim Laden zu Aussetzern kam.Display wird bestellt, die USB-Buchse haben wir nachgelötet.",de,"Here were available several errors. The glass was cracked several times and the USB port was struck, so it loading dropouts kam.Display is ordered, the USB port we have nachgelötet."
restart_11093,The Restart Project,NOR,Projector,Projector,Oregon,2009,End of life,2019-01-22,"Induction charger, won't charge",en,"Induction charger, won't charge"
restart_9904,The Restart Project,GBR,Tablet,Tablet,Unknown,????,Repairable,2018-10-27,Intermittent charging problem - loose USB socket.  Needs to be disassembled - no time.,en,Intermittent charging problem - loose USB socket.  Needs to be disassembled - no time.
rcwales_2096,Repair Cafe Wales,GBR,IT/Phone ~ iPad Air,Tablet,Apple,????,End of life,2019-04-01,iPad Air Not charging- damaged charging port?,en,iPad Air Not charging- damaged charging port?
rcwales_1965,Repair Cafe Wales,GBR,IT/Phone ~ ipads,Tablet,Unknown,????,End of life,2019-11-01,ipads not charging,en,ipads not charging
restart_4242,The Restart Project,NOR,Mobile,Mobile,Apple,????,Repairable,2017-01-28,iPhone charger,en,iPhone charger
restart_1360,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,Repairable,2015-04-25,iPhone charger - Continuity - Not enough time,en,iPhone charger - Continuity - Not enough time
fixitclinic_450,Fixit Clinic,USA,ipod player and charged but not running makita drill,Handheld entertainment device,brookstone and makita respectively,????,Repairable,2019-05-21,ipod player and charged but not running makita drill,en,ipod player and charged but not running makita drill
rcint_21603,Repair Café International,NLD,Tools electric ~ Screw drill,Power tool,Bosch,2010,Repairable,2019-09-14,Is opgeladen maar doet niets,nl,Charged but does nothing
restart_10076,The Restart Project,ITA,Hair & Beauty item,Hair & beauty item,imetec,2015,Repairable,2018-11-08,It charges but it does not work,en,It charges but it does not work
restart_6806,The Restart Project,ESP,Hair & Beauty item,Hair & beauty item,Unknown,????,Repairable,2017-12-02,It needs a new charger.,en,It needs a new charger.
rcwales_2119,Repair Cafe Wales,GBR,Electrical ~ jet washer,Power tool,Unknown,????,End of life,2019-09-01,jet washer no charge,en,jet washer no charge
rcint_10836,Repair Café International,NLD,Other ~ Navigation system,Tablet,Hairgnon,2000,End of life,2018-10-27,kan niet meer laden,nl,can not load
rcint_20163,Repair Café International,NLD,Display and sound equipment ~ Speaker,Hi-Fi separates,Plusap,2016,End of life,2019-07-27,kan niet opladen,nl,can not charge
restart_6048,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2017-09-23,Keeps blowing charger. needs specialist advice.,en,Keeps blowing charger. needs specialist advice.
anstiftung_1827,anstiftung,DEU,Haushaltsgeräte ~ Haarschneidemaschine,Hair & beauty item,TCM,????,Repairable,2018-11-22,"keine Kraft, Akku zu schwach.Neuer wird versorgt",de,"no power, rechargeable battery to schwach.Neuer is supplied"
rcwales_2062,Repair Cafe Wales,GBR,Electrical ~ Kindle,Tablet,Amazon,????,Repairable,2019-03-01,Kindle Will not re-charge,en,Kindle Will not re-charge
restart_5134,The Restart Project,GBR,Handheld entertainment device ~ Kindle,Tablet,Unknown,????,End of life,2017-05-20,"Kindle. Much testing. Battery, charger & switch all okay. So, main board or screen faulty.",en,"Kindle. Much testing. Battery, charger & switch all okay. So, main board or screen faulty."
rcint_26214,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2005,Repairable,2019-12-07,"kliedert, en neemt meer bladen tegelijk",nl,"kliedert, and take more sheets at once"
rcint_6173,Repair Café International,NLD,Computers/phones ~ PDA,Tablet,Palm OS,1996,End of life,2018-04-07,laadspotcontact kapot of charge controller,nl,charging spot contact broken or charge controller
restart_13037,The Restart Project,BEL,Tablet,Tablet,Unknown,????,Repairable,2019-05-11,laadt niet meer op - doesn't charge anymore,nl,not charging more - does not charge anymore
rcint_24424,Repair Café International,NLD,Household appliances electric ~ Window wiper,Small home electrical,K?§rcher,2016,End of life,2019-11-02,Laden doet het niet,nl,Loading does not
restart_501,The Restart Project,TUN,PC Accessory ~ Charger,PC accessory,Apple,????,End of life,2014-03-08,Laptop Charger,en,Laptop Charger
restart_448,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,End of life,2014-02-19,Laptop charger - Continuity fault - Needs replacement jack,en,Laptop charger - Continuity fault - Needs replacement jack
restart_115,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,End of life,2013-08-18,Laptop charger - No power -,en,Laptop charger - No power -
rcwales_3159,Repair Cafe Wales,GBR,IT/Phone ~ laptop charger,Battery/charger/adapter,HP,????,End of life,2019-07-01,laptop charger no charge,en,laptop charger no charge
restart_5497,The Restart Project,GBR,Laptop medium,Laptop,Lenovo,????,Repairable,2017-06-24,"Laptop charges, but does not turn on. needs a new charger.",en,"Laptop charges, but does not turn on. needs a new charger."
rcwales_29,Repair Cafe Wales,GBR,IT/Phone ~ Laptop,Laptop,Unknown,????,Repairable,2017-04-01,Laptop Loose charging Port,en,Laptop Loose charging Port
rcwales_2166,Repair Cafe Wales,GBR,IT/Phone ~ laptop,Laptop,Dell,????,Repairable,2019-11-01,laptop not charging,en,laptop not charging
restart_12819,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,End of life,2019-04-24,"Laptop not charging, needs new motherboard",en,"Laptop not charging, needs new motherboard"
restart_10287,The Restart Project,IRL,Laptop medium,Laptop,Unknown,2010,End of life,2018-11-17,"Laptop not Charging. Power Supply checked, etc. but no fault found.",en,"Laptop not Charging. Power Supply checked, etc. but no fault found."
rcwales_1679,Repair Cafe Wales,GBR,IT/Phone ~ laptop,Laptop,Dell,????,Repairable,2019-07-01,laptop won't charge,en,laptop won't charge
rcwales_1977,Repair Cafe Wales,GBR,IT/Phone ~ laptop,Laptop,Unknown,????,End of life,2019-11-01,laptop wont charge loose connection,en,laptop wont charge loose connection
restart_3436,The Restart Project,GBR,Power tool,Power tool,Bosch,????,End of life,2016-10-18,Lights up looks like its charging but nothing,en,Lights up looks like its charging but nothing
restart_17348,The Restart Project,BEL,Misc,Misc,Unknown,????,End of life,2020-02-16,loose charger - to small to solder with a normal soldering iron,en,loose charger - to small to solder with a normal soldering iron
restart_5866,The Restart Project,ESP,Mobile,Mobile,Samsung,????,Repairable,2017-09-02,Loose charger connector.,en,Loose charger connector.
rcint_21778,Repair Café International,GBR,Household appliances electric ~ Nail care,Hair & beauty item,Opi,2010,Repairable,2019-09-14,Loose charger or connection,en,Loose charger or connection
restart_8872,The Restart Project,GBR,Hi-Fi separates ~ Speaker,Hi-Fi separates,Eton,2014,Repairable,2018-07-21,MicroUBS charger failure - problem diagnosed,en,MicroUBS charger failure - problem diagnosed
rcint_605,Repair Café International,NLD,Household appliances electric ~ Flashlight,Lamp,Unknown,????,End of life,2017-04-01,Misschien te ver ontladen,nl,Perhaps over-discharged
restart_4543,The Restart Project,GBR,Mobile,Mobile,Unknown,????,Repairable,2017-03-18,Moaike - Won't charge,fy,Moaike - Will not charge
restart_165,The Restart Project,GBR,Mobile,Mobile,Samsung,????,End of life,2013-09-26,Mobile - Battery issue -,en,Mobile - Battery issue -
restart_978,The Restart Project,GBR,Mobile,Mobile,Unknown,????,Repairable,2014-10-14,Mobile - Intermittently not charging - Needs new part,en,Mobile - Intermittently not charging - Needs new part
restart_700,The Restart Project,GBR,Mobile,Mobile,Unknown,????,Repairable,2014-06-12,Mobile - No power - Battery,en,Mobile - No power - Battery
restart_698,The Restart Project,GBR,Mobile,Mobile,Nokia,????,End of life,2014-06-12,Mobile - No power - Battery?,en,Mobile - No power - Battery?
restart_1204,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,Repairable,2015-02-14,Mobile charger - Not charging - Needed new USB port,en,Mobile charger - Not charging - Needed new USB port
restart_714,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,Repairable,2014-06-25,Mobile charger-receiver - Circuit board-level? -,en,Mobile charger-receiver - Circuit board-level? -
rcwales_701,Repair Cafe Wales,GBR,IT/Phone ~ Mobile Phone Charger,Battery/charger/adapter,Unknown,????,End of life,2018-04-01,Mobile Phone Charger charger,en,Mobile Phone Charger charger
restart_38,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,End of life,2013-07-06,"Mouse charger - ""Blew""",en,"Mouse charger - ""Blew"""
restart_417,The Restart Project,GBR,Handheld entertainment device ~ MP3 player,Handheld entertainment device,Unknown,????,Repairable,2014-02-19,Mp3 player - Not charging - Needs a spare part,en,Mp3 player - Not charging - Needs a spare part
rcint_26559,Repair Café International,NLD,Other ~ Christmas lights,Decorative or safety lights,Philips,????,Repairable,2019-12-07,na opladen brandt hij zeer kort,nl,"after charging, it burns very short"
rcint_19640,Repair Café International,NLD,Toys electric ~ Hoverboard,Toy,Hoover,2015,Repairable,2019-06-29,na opladen direct weer leeg,nl,After recharging immediately empty
anstiftung_1715,anstiftung,DEU,Handy / Smartphone / Tablet ~ Smartphone,Mobile,Doogee,????,Repairable,2019-04-04,"Nach einem Sturz zeigte ein „S60“ Smartphone von Doogee auf einmal keine Funktion mehr. Es ließ sich nicht einschalten und lediglich die Lade-LED leuchtete, wenn man es mit dem Ladegerät verband. Nachdem der Besitzer das Telefon zerlegt hatte, testeten wir zuerst den Akku, da dieser erfahrungsgemäß häufig die Ursache solcher Fehlerbilder ist. Tatsächlich diagnostizierten wir dann auch dessen Defekt - hier muss also erst ein neuer Lithium-Ionen-Akku beschafft werden. Beim nächsten Mal geht's dann mit dem Austausch weiter.",de,"After a fall, a ""S60"" Smartphone showed by Doogee suddenly no longer function. It could not turn and only the charging LED lit when you connected it to the charger. After the owner had broken down the phone, we first tested the battery, as this experience has shown that often the cause of such defect images. In fact, we diagnosed then its defect - that must be a new lithium-ion battery to be procured here. Next time it's done then go to the exchange."
restart_7562,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2018-03-22,Ne charge pas,fr,Do not load
rcint_18568,Repair Café International,FRA,Household appliances electric ~ Vacuum cleaner,Vacuum,Unknown,????,Repairable,2019-05-25,Ne charge plus,fr,Do not load
rcint_26932,Repair Café International,FRA,Computers/phones ~ Touchpad / trackpad,PC accessory,Unknown,????,Repairable,2019-12-14,Ne charge plus,fr,Do not load
rcint_31691,Repair Café International,FRA,Household appliances electric ~ Robotic vacuum cleaner,Vacuum,Unknown,????,Repairable,2020-07-04,Ne charge plus,fr,Do not load
rcint_6521,Repair Café International,FRA,Household appliances electric ~ Vacuum cleaner,Vacuum,Unknown,????,End of life,2018-04-17,Ne charge plus,fr,Do not load
rcint_6620,Repair Café International,FRA,Computers/phones ~ MP4 player,Handheld entertainment device,Unknown,????,Repairable,2018-04-21,Ne charge plus,fr,Do not load
restart_17687,The Restart Project,BEL,Small kitchen item,Small kitchen item,Aspirateur balais Bosch,2012,End of life,2020-08-29,Ne charge plus,fr,Do not load
restart_17765,The Restart Project,BEL,Laptop small,Laptop,Microsoft,2010,Repairable,2020-09-19,ne charge plus,fr,not load
rcint_30924,Repair Café International,FRA,Household appliances electric ~ Vacuum cleaner,Vacuum,Moulinex,????,End of life,2020-02-29,Ne prend plus la charge,fr,Takes over the load
restart_17782,The Restart Project,BEL,Hi-Fi separates,Hi-Fi separates,Unknown,????,Repairable,2020-09-19,Ne s'allume plus.Prise du chargeur endommagée.,fr,Do the lights plus.Prise damaged charger.
rcint_6617,Repair Café International,FRA,Household appliances electric ~ Vacuum cleaner,Vacuum,Unknown,????,End of life,2018-04-21,Ne se charge plus,fr,No longer load
rcint_30926,Repair Café International,FRA,Other ~ Ladyshave,Hair & beauty item,Braun,2013,Repairable,2020-02-29,ne se recharge pas,fr,will not charge
restart_15242,The Restart Project,SWE,Toy,Toy,Unknown,????,Repairable,2019-10-19,needed charging cable,en,needed charging cable
restart_12561,The Restart Project,SWE,Mobile,Mobile,Apple,????,Repairable,2019-04-07,needed new charging port and screen,en,needed new charging port and screen
restart_14296,The Restart Project,GBR,Tablet,Tablet,Tesco,2014,End of life,2019-07-29,New charge card didn't work. Tablet scrapped and recycled one supplied.,en,New charge card didn't work. Tablet scrapped and recycled one supplied.
restart_6857,The Restart Project,GBR,Laptop medium,Laptop,HP,????,Repairable,2017-12-09,new charging socket needed.,en,new charging socket needed.
anstiftung_3372,anstiftung,DEU,Elektro Sonstiges ~ Akkuschrauber,Power tool,Bosch,2016,Repairable,2019-07-04,"Nicht helfen konnten wir einem Bosch „PSR 14,4 LI-2“ Akkubohrschrauber, dessen Motor sofort nach Betätigen des Schalters „Rauchzeichen“ von sich gab. Grund dafür waren die stark abgenutzten Motorkohlen des verbauten Kompaktmotors, die im Betrieb zu glühen begannen. Leider können diese nicht einzeln getauscht werden und es ist ein komplett neuer Motor fällig. Der Gast will versuchen, einen Ersatzmotor zu bekommen.",de,"Not we could help a Bosch ""PSR 14.4 LI-2"" cordless, whose engine was immediately after clicking the button ""smoke signals"" on its own. This was due to the badly worn motor brushes of the installed compact engine, which began to glow in operation. Unfortunately, this can not be replaced individually and it is a completely new engine due. The guest will try to get a replacement engine."
restart_4362,The Restart Project,GBR,Mobile,Mobile,Motorola,????,Repairable,2017-02-11,No activity. Battery problem needs to be resolved first before looking at other parts of the system,en,No activity. Battery problem needs to be resolved first before looking at other parts of the system
restart_10887,The Restart Project,GBR,Misc,Misc,Unknown,2014,Repairable,2019-01-13,no charge,en,no charge
restart_3486,The Restart Project,GBR,Tablet,Tablet,Samsung,????,Repairable,2016-10-26,No charge - diaganosed internal socket fault,en,No charge - diaganosed internal socket fault
restart_15304,The Restart Project,GBR,Misc ~ Charger,Battery/charger/adapter,Marine,????,End of life,2019-10-19,No charge.:solution: unrepairable:category_other: Battery charger,en,No charge.:solution: unrepairable:category_other: Battery charger
restart_1768,The Restart Project,ESP,Vacuum,Vacuum,Unknown,????,Repairable,2015-10-03,No enciende - Hay que cambiar y soltar baterias nuevas,es,No lights - have to change and release new batteries
restart_2049,The Restart Project,ESP,DLSR / Video Camera ~ Video camera,DSLR/video camera,GoPro,????,Repairable,2015-12-19,No funciona disconectada / Falta una bateria nueva,es,Does not work disconectada / need a new battery
restart_15331,The Restart Project,GBR,Mobile,Mobile,Mymo,????,Repairable,2019-10-19,No longer charging/ needs USB plug,en,No longer charging/ needs USB plug
restart_4881,The Restart Project,GBR,Tablet,Tablet,ASUS,????,Repairable,2017-04-22,"No power - checks done. Battery in Deep Sleep state. Restarter offered to take and fix, likely to be repairable",en,"No power - checks done. Battery in Deep Sleep state. Restarter offered to take and fix, likely to be repairable"
restart_11889,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-03-06,Not booting/charging,en,Not booting/charging
restart_8924,The Restart Project,GBR,Tablet,Tablet,Samsung,2015,Repairable,2018-08-16,"Not chargind, smashed screen",en,"Not chargind, smashed screen"
rcint_11848,Repair Café International,GBR,Household appliances electric ~ Vacuum cleaner,Vacuum,Dyson,????,Repairable,2018-11-24,Not charging,en,Not charging
rcint_13841,Repair Café International,GBR,Computers/phones ~ Computer,Desktop computer,Unknown,????,End of life,2019-01-26,Not charging,en,Not charging
rcint_15982,Repair Café International,GBR,Display and sound equipment ~ Speaker,Hi-Fi separates,Unknown,????,End of life,2019-03-23,Not charging,en,Not charging
rcint_17051,Repair Café International,GBR,Computers/phones ~ Tablet,Tablet,Apple,????,Repairable,2019-04-13,Not charging,en,Not charging
rcint_20328,Repair Café International,GBR,Household appliances electric ~ Vacuum cleaner,Vacuum,Unknown,????,End of life,2019-07-27,Not charging,en,Not charging
rcint_22338,Repair Café International,GBR,Tools electric ~ Hand drill,Power tool,Unknown,????,End of life,2019-09-28,Not charging,en,Not charging
rcint_7392,Repair Café International,GBR,Computers/phones ~ Laptop,Laptop,Unknown,????,Repairable,2018-05-26,Not charging,en,Not charging
restart_11597,The Restart Project,GBR,Small kitchen item,Small kitchen item,Unknown,????,End of life,2019-02-17,Not charging,en,Not charging
restart_12820,The Restart Project,GBR,Tablet,Tablet,Samsung,2013,Repairable,2019-04-24,not charging,en,not charging
restart_13624,The Restart Project,GBR,Tablet,Tablet,Arnova,2011,End of life,2019-06-03,Not charging,en,Not charging
restart_13954,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Apple,2009,Repairable,2019-06-25,Not charging,en,Not charging
restart_14840,The Restart Project,SWE,Mobile,Mobile,Samsung,2014,Repairable,2019-09-26,Not charging,en,Not charging
restart_14841,The Restart Project,SWE,Mobile,Mobile,Samsung,2014,Repairable,2019-09-26,not charging,en,not charging
restart_15779,The Restart Project,GBR,Laptop medium,Laptop,Dell,2014,Repairable,2019-11-11,Not charging,en,Not charging
restart_15952,The Restart Project,GBR,Laptop medium,Laptop,Sony,2007,End of life,2019-11-23,Not charging,en,Not charging
restart_16155,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-12-05,Not charging,en,Not charging
restart_2035,The Restart Project,GBR,Mobile,Mobile,Nokia,????,Repairable,2015-12-15,Not charging,en,Not charging
restart_2041,The Restart Project,GBR,Tablet,Tablet,Apple,????,Repairable,2015-12-15,Not charging,en,Not charging
restart_2398,The Restart Project,GBR,Mobile,Mobile,Nokia,????,Repairable,2016-03-12,Not charging,en,Not charging
restart_2985,The Restart Project,GBR,Mobile,Mobile,Sony,????,Repairable,2016-06-24,Not charging,en,Not charging
restart_9721,The Restart Project,NOR,Tablet,Tablet,Samsung,2012,Repairable,2018-10-20,Not charging,en,Not charging
restart_2045,The Restart Project,GBR,Tablet,Tablet,Amazon,????,Repairable,2015-12-15,Not charging - advised to contact manufacturer,en,Not charging - advised to contact manufacturer
restart_10764,The Restart Project,GBR,Misc,Misc,Unknown,????,End of life,2018-12-15,"Not charging - fuses and leads OK, need CCT diagram to diagnose further.",en,"Not charging - fuses and leads OK, need CCT diagram to diagnose further."
restart_10681,The Restart Project,GBR,Misc,Misc,Unknown,2016,End of life,2018-12-08,Not charging fully.,en,Not charging fully.
restart_551,The Restart Project,GBR,Tablet,Tablet,Unknown,????,Repairable,2014-04-12,Not charging properly,en,Not charging properly
rcint_21767,Repair Café International,GBR,Other ~ Battery,Battery/charger/adapter,Hotline,2000,Repairable,2019-09-14,Not charging the fence,en,Not charging the fence
restart_15934,The Restart Project,GBR,Misc,Misc,Unknown,2014,Repairable,2019-11-23,"Not charging, no light.  To check at home",en,"Not charging, no light.  To check at home"
restart_6781,The Restart Project,GBR,Tablet,Tablet,Samsung,????,Repairable,2017-12-02,not charging. advised where to order new charging port and shown how to fit,en,not charging. advised where to order new charging port and shown how to fit
rcint_19275,Repair Café International,AUS,Display and sound equipment ~ Game console,Games console,Nintendo,2009,Repairable,2019-06-13,Not charging. Electrical issue,en,Not charging. Electrical issue
restart_2870,The Restart Project,GBR,Mobile,Mobile,HTC,????,Repairable,2016-06-11,Not charging. Gave advice but needs more time to open it and have a look.,en,Not charging. Gave advice but needs more time to open it and have a look.
restart_4522,The Restart Project,GBR,Tablet,Tablet,Nexus,????,Repairable,2017-03-18,Not charging. Might be working!,en,Not charging. Might be working!
restart_1139,The Restart Project,GBR,Tablet,Tablet,Tesco,????,Repairable,2015-01-24,Not charging. Needs new charger.,en,Not charging. Needs new charger.
restart_1284,The Restart Project,GBR,Mobile,Mobile,Nokia,????,Repairable,2015-03-21,Not charging. won't turn on. Advice given.,en,Not charging. won't turn on. Advice given.
restart_16388,The Restart Project,GBR,Tablet ~ Sewing machine,Sewing machine,Amazon,????,Repairable,2020-01-05,Not easily charging; advised to buy charging module to be fitted next time,en,Not easily charging; advised to buy charging module to be fitted next time
rcint_25504,Repair Café International,GBR,Household appliances electric ~ Lamp/lighting,Lamp,Cluson,????,End of life,2019-11-23,Not holding charge,en,Not holding charge
rcint_30210,Repair Café International,GBR,Household appliances electric ~ Vacuum cleaner,Vacuum,Dyson,????,Repairable,2020-02-15,Not holding charge,en,Not holding charge
restart_3876,The Restart Project,GBR,Tablet,Tablet,Unknown,????,End of life,2016-11-24,Not holding charge,en,Not holding charge
restart_15962,The Restart Project,GBR,Handheld entertainment device ~ Speaker,Hi-Fi separates,Boom,2016,Repairable,2019-11-23,Not recharging,en,Not recharging
restart_14494,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2019-09-07,"Not starting properly.  Battery faulty, replacement needed.  User referred to local business.",en,"Not starting properly.  Battery faulty, replacement needed.  User referred to local business."
restart_7959,The Restart Project,GBR,Tablet,Tablet,Sony,????,Repairable,2018-04-21,Not turning on.  Needs charging.,en,Not turning on.  Needs charging.
restart_4534,The Restart Project,GBR,Tablet,Tablet,ASUS,????,Repairable,2017-03-18,Not turning on. Charge it and see.,en,Not turning on. Charge it and see.
restart_1267,The Restart Project,GBR,Tablet,Tablet,Alcatel,????,Repairable,2015-03-21,Not turning on. Needs new charger.,en,Not turning on. Needs new charger.
restart_16586,The Restart Project,GBR,Portable radio,Portable radio,Unknown,????,End of life,2020-01-18,Not working - can't get it to hold any charge.,en,Not working - can't get it to hold any charge.
restart_3710,The Restart Project,GBR,Power tool,Power tool,Bosch,????,Repairable,2016-11-19,Not working - needs new charger,en,Not working - needs new charger
restart_11190,The Restart Project,GBR,Vacuum,Vacuum,Unknown,2014,Repairable,2019-02-02,Not working - vac works but the charger seems not to be functioning,en,Not working - vac works but the charger seems not to be functioning
rcint_22430,Repair Café International,GBR,Tools electric ~ Electric screwdriver,Power tool,Bosch,????,End of life,2019-09-28,Not working or charging,en,Not working or charging
restart_14374,The Restart Project,SWE,Laptop medium,Laptop,Apple,2009,End of life,2019-08-11,"Not working, charging, or turning on.",en,"Not working, charging, or turning on."
restart_17123,The Restart Project,GBR,Misc ~ Clock radio,Portable radio,Pure,2014,Repairable,2020-02-15,not working:solution: advised where to get new charger:category_other: clock radio,en,not working:solution: advised where to get new charger:category_other: clock radio
restart_16101,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2019-11-30,Not working.  Found USB charge socket broken off from surface mount board.  Attempted re-attachment but not sucessful.,en,Not working.  Found USB charge socket broken off from surface mount board.  Attempted re-attachment but not sucessful.
restart_9766,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2018-10-20,"Not working.  Unable to dismantle laptop, but confirmed charger was OK.",en,"Not working.  Unable to dismantle laptop, but confirmed charger was OK."
restart_2661,The Restart Project,GBR,Handheld entertainment device ~ Games console,Games console,Nintendo,????,Repairable,2016-05-14,Not working. Needs charger to test it properly.,en,Not working. Needs charger to test it properly.
restart_6912,The Restart Project,GBR,Laptop medium,Laptop,Samsung,????,End of life,2017-12-18,Notebook - not charging. Needs part for fix,en,Notebook - not charging. Needs part for fix
rcint_14587,Repair Café International,NLD,Household appliances electric ~ Handheld vacuum cleaner,Vacuum,Black & Decker,????,Repairable,2019-02-09,Opladen gaat niet meer,nl,Charging is not
rcint_10464,Repair Café International,NLD,Display and sound equipment ~ MP3 player,Handheld entertainment device,Philips,2015,Repairable,2018-10-13,opladen werkt niet meer,nl,Charging does not work anymore
rcint_12353,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Kraftworld,2016,End of life,2018-12-01,Opladen werkt niet meer,nl,Charging does not
restart_12158,The Restart Project,HKG,Tablet,Tablet,Amazon,????,End of life,2019-03-17,"Perpetual ""need charging"" message; cannot reboot or power on/of",en,"Perpetual ""need charging"" message; cannot reboot or power on/of"
restart_320,The Restart Project,GBR,Handheld entertainment device ~ Mobile phone,Mobile,Unknown,????,End of life,2014-01-25,Phone - Not charging - Needed to destroy the case to get into it,en,Phone - Not charging - Needed to destroy the case to get into it
restart_3311,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,End of life,2016-09-22,Phone charger,en,Phone charger
restart_8665,The Restart Project,GBR,Misc,Misc,Unknown,????,End of life,2018-06-16,Phone charger,en,Phone charger
rcwales_2842,Repair Cafe Wales,GBR,IT/Phone ~ phone charger,Battery/charger/adapter,Unknown,????,Repairable,2019-09-01,phone charger clip broken,en,phone charger clip broken
restart_4121,The Restart Project,GBR,Misc ~ Charger,Battery/charger/adapter,Unknown,????,Repairable,2017-01-28,"Phone charger, doesn't charge the phone. Advice given.",en,"Phone charger, doesn't charge the phone. Advice given."
rcwales_38,Repair Cafe Wales,GBR,IT/Phone ~ Phone,Mobile,Unknown,????,End of life,2017-04-01,Phone Not charging + not picking up emails,en,Phone Not charging + not picking up emails
anstiftung_4858,anstiftung,DEU,Computer ~ Laptop,Laptop,Lenovo,2015,Repairable,2020-01-28,Pieptöne beim Starten gab ein Notebook „MX250“ von sich. Hier wird einen neue BIOS-Batterie benötigt. Die Besitzerin wird eine besorgen und dann zum Einbau wiederkommen.,de,"Beeps on startup was a notebook ""MX250"" of himself. Here is needed a new BIOS battery. The owner will then come back a get and for installation."
restart_12517,The Restart Project,GBR,TV and gaming-related accessories,TV and gaming-related accessories,Unknown,????,Repairable,2019-04-06,Play station 4 controller won't charge or turn on - not seen due to lack of time,en,Play station 4 controller won't charge or turn on - not seen due to lack of time
restart_7679,The Restart Project,ITA,Vacuum,Vacuum,Hoover,2008,End of life,2018-04-07,"Portable, very small vacuum cleaner. Batteries exhausted and motor hard to rotate",en,"Portable, very small vacuum cleaner. Batteries exhausted and motor hard to rotate"
restart_1270,The Restart Project,GBR,Vacuum,Vacuum,Unknown,????,Repairable,2015-03-21,Portablle vacuum. Stopped working. Needs charging.,en,Portablle vacuum. Stopped working. Needs charging.
restart_1108,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,Repairable,2015-01-14,Power adapter - Not charging - Needs new power supply,en,Power adapter - Not charging - Needs new power supply
restart_10874,The Restart Project,SWE,PC Accessory,PC accessory,Unknown,2017,End of life,2019-01-13,Power bank does not charge and cannot be charge,en,Power bank does not charge and cannot be charge
restart_2655,The Restart Project,GBR,Power tool ~ Drill,Power tool,Unknown,????,Repairable,2016-05-14,"Power drill it does not charged, power supply fault - advice given",en,"Power drill it does not charged, power supply fault - advice given"
restart_9347,The Restart Project,CAN,Tablet,Tablet,Unknown,????,End of life,2018-09-28,Power/boot/charge,en,Power/boot/charge
restart_15463,The Restart Project,BEL,Small kitchen item ~ Blender,Food processor,Kenwood,2017,Repairable,2019-10-26,probably over charged during use,en,probably over charged during use
restart_15247,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2019-10-19,Problem charging,en,Problem charging
restart_8717,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2018-07-07,"Problem: not charging.  Diagnosis: USB connector detached from circuit board.  Solution: requires careful soldering, possible, but no time.",en,"Problem: not charging.  Diagnosis: USB connector detached from circuit board.  Solution: requires careful soldering, possible, but no time."
restart_15664,The Restart Project,NOR,Laptop medium,Laptop,Apple,2014,Repairable,2019-11-09,"Problems with charger, charging port",en,"Problems with charger, charging port"
rcwales_23,Repair Cafe Wales,GBR,Electrical ~ Radio,Portable radio,Unknown,????,Repairable,2017-04-01,Radio Batteries leaked,en,Radio Batteries leaked
restart_15325,The Restart Project,GBR,Portable radio,Portable radio,Unknown,????,Repairable,2019-10-19,Radio fails to work after 10 secs. No fault found. Possible power issues - advised to change charger and cable,en,Radio fails to work after 10 secs. No fault found. Possible power issues - advised to change charger and cable
